order_id,order_date,customer_id,product_id,store_id,quantity,discount,payment_method,gross_revenue,discount_amount,revenue,cost_amount,profit
O0068624,2025-12-07,C04220,P0145,S001,2,0.1,Card,2732.36,273.23600000000005,2459.12,2278.38,180.74
O0068625,2025-07-19,C03164,P0096,S003,5,0.15,Online,10726.1,1608.9149999999995,9117.18,7662.3,1454.88
O0068626,2026-01-17,C05787,P0176,S009,2,0.1,Card,2776.1,277.61,2498.49,1725.0,773.49
O0068627,2025-09-19,C04387,P0050,S012,4,0.0,Card,1991.56,0.0,1991.56,1684.32,307.24
O0068628,2025-04-30,C04903,P0180,S007,4,0.2,Card,409.44,81.888,327.55,334.12,-6.57
O0068629,2025-05-03,C03916,P0144,S002,1,0.1,Online,1127.27,112.727,1014.54,961.23,53.31
O0068630,2025-08-20,C04313,P0023,S007,1,0.05,Bank Transfer,196.5,9.825,186.68,166.89,19.79
O0068631,2025-09-21,C02570,P0164,S009,2,0.05,Card,3842.38,192.11900000000003,3650.26,3193.88,456.38
O0068632,2026-03-27,C03380,P0100,S007,1,0.0,Online,1964.53,0.0,1964.53,1583.77,380.76
O0068633,2025-12-15,C02561,P0117,S007,1,0.2,Card,309.56,61.912000000000006,247.65,250.03,-2.38
O0068634,2026-02-15,C00474,P0152,S002,3,0.0,Card,6604.68,0.0,6604.68,5317.17,1287.51
O0068635,2025-03-23,C04347,P0071,S008,1,0.1,Bank Transfer,289.45,28.945,260.5,191.99,68.51
O0068636,2025-04-10,C03243,P0023,S007,5,0.05,Card,982.5,49.125,933.38,834.45,98.93
O0068637,2025-01-21,C01639,P0106,S004,1,0.1,Card,2260.16,226.016,2034.14,1443.73,590.41
O0068638,2025-02-04,C04298,P0092,S009,1,0.2,Card,682.76,136.552,546.21,572.85,-26.64
O0068639,2025-03-21,C02078,P0113,S014,3,0.05,Card,3686.31,184.3155,3501.99,2492.46,1009.53
O0068640,2025-12-23,C01465,P0159,S012,5,0.0,Online,8322.45,0.0,8322.45,7217.8,1104.65
O0068641,2025-09-07,C03261,P0037,S005,4,0.05,Bank Transfer,4704.16,235.208,4468.95,4006.88,462.07
O0068642,2025-08-31,C01332,P0048,S008,3,0.1,Card,5701.83,570.183,5131.65,4726.41,405.24
O0068643,2026-02-08,C05135,P0144,S013,2,0.0,Card,2254.54,0.0,2254.54,1922.46,332.08
O0068644,2025-08-13,C03417,P0008,S003,4,0.15,Online,4197.36,629.6039999999999,3567.76,3446.04,121.72
O0068645,2025-01-04,C04407,P0079,S006,1,0.1,Card,1095.9,109.59000000000002,986.31,870.83,115.48
O0068646,2025-01-14,C05103,P0128,S002,5,0.05,Online,7643.5,382.175,7261.32,6697.1,564.22
O0068647,2025-04-08,C02821,P0001,S012,1,0.0,Cash,1041.6,0.0,1041.6,816.19,225.41
O0068648,2025-07-28,C05786,P0134,S010,3,0.05,Card,4556.34,227.817,4328.52,3015.57,1312.95
O0068649,2026-04-28,C00028,P0127,S010,3,0.05,Card,1937.73,96.8865,1840.84,1536.87,303.97
O0068650,2025-04-08,C01326,P0095,S011,2,0.0,Card,5122.92,0.0,5122.92,3552.14,1570.78
O0068651,2026-02-06,C00364,P0158,S011,1,0.05,Bank Transfer,1895.5,94.775,1800.72,1286.73,513.99
O0068652,2025-01-19,C00306,P0060,S012,4,0.1,Card,8646.4,864.64,7781.76,6253.0,1528.76
O0068653,2025-03-01,C01373,P0019,S001,5,0.05,Card,5516.75,275.83750000000003,5240.91,3687.15,1553.76
O0068654,2025-08-06,C02663,P0091,S013,2,0.05,Online,4746.9,237.345,4509.55,3236.16,1273.39
O0068655,2025-12-14,C03405,P0041,S012,2,0.0,Online,4265.96,0.0,4265.96,3431.38,834.58
O0068656,2026-03-27,C04743,P0141,S006,2,0.0,Cash,2464.02,0.0,2464.02,1951.5,512.52
O0068657,2026-02-09,C01621,P0015,S003,4,0.05,Cash,5450.04,272.502,5177.54,4003.64,1173.9
O0068658,2026-05-02,C03938,P0142,S011,4,0.05,Card,8418.48,420.924,7997.56,5543.36,2454.2
O0068659,2025-08-25,C05761,P0127,S008,5,0.1,Card,3229.55,322.955,2906.6,2561.45,345.15
O0068660,2025-05-11,C01081,P0081,S014,3,0.0,Cash,2289.63,0.0,2289.63,1577.4,712.23
O0068661,2025-08-18,C04321,P0075,S014,3,0.0,Card,3225.15,0.0,3225.15,2515.23,709.92
O0068662,2025-05-31,C00265,P0055,S006,4,0.05,Online,7626.04,381.302,7244.74,6661.64,583.1
O0068663,2025-07-14,C00043,P0110,S007,3,0.05,Card,6146.07,307.3035,5838.77,3842.19,1996.58
O0068664,2025-02-23,C03875,P0033,S004,3,0.1,Card,3872.88,387.288,3485.59,2619.96,865.63
O0068665,2026-02-24,C03509,P0065,S003,2,0.1,Card,760.08,76.00800000000001,684.07,612.6,71.47
O0068666,2026-05-12,C02794,P0094,S003,4,0.0,Bank Transfer,9957.96,0.0,9957.96,6742.76,3215.2
O0068667,2025-02-22,C02355,P0087,S006,4,0.05,Card,5453.84,272.692,5181.15,4138.6,1042.55
O0068668,2025-02-05,C00758,P0080,S001,4,0.0,Online,7024.6,0.0,7024.6,4712.52,2312.08
O0068669,2026-03-15,C01457,P0009,S011,5,0.0,Bank Transfer,10749.55,0.0,10749.55,7502.45,3247.1
O0068670,2026-05-27,C02413,P0041,S013,2,0.0,Card,4265.96,0.0,4265.96,3431.38,834.58
O0068671,2025-01-09,C00864,P0078,S006,1,0.05,Card,1541.43,77.07150000000001,1464.36,1237.48,226.88
O0068672,2025-12-17,C01366,P0108,S009,5,0.0,Card,6652.9,0.0,6652.9,4565.55,2087.35
O0068673,2025-08-15,C05609,P0012,S004,1,0.0,Online,1722.63,0.0,1722.63,1200.08,522.55
O0068674,2026-03-06,C04739,P0152,S008,4,0.1,Card,8806.24,880.624,7925.62,7089.56,836.06
O0068675,2025-10-09,C04238,P0060,S013,5,0.0,Card,10808.0,0.0,10808.0,7816.25,2991.75
O0068676,2025-05-01,C00036,P0141,S006,3,0.05,Card,3696.03,184.8015,3511.23,2927.25,583.98
O0068677,2025-06-08,C03809,P0151,S007,4,0.05,Card,4334.52,216.72600000000003,4117.79,3191.04,926.75
O0068678,2025-11-28,C01085,P0099,S011,2,0.05,Card,4887.28,244.364,4642.92,3308.02,1334.9
O0068679,2025-05-22,C03281,P0108,S014,1,0.1,Card,1330.58,133.058,1197.52,913.11,284.41
O0068680,2025-03-01,C00529,P0063,S012,1,0.1,Card,230.04,23.004,207.04,198.45,8.59
O0068681,2025-10-18,C05801,P0053,S012,2,0.0,Card,724.82,0.0,724.82,463.04,261.78
O0068682,2025-12-26,C01692,P0064,S014,3,0.05,Cash,5577.84,278.892,5298.95,4458.45,840.5
O0068683,2026-03-13,C03307,P0093,S014,5,0.0,Card,5086.6,0.0,5086.6,3969.25,1117.35
O0068684,2025-11-24,C04809,P0077,S001,1,0.05,Card,851.05,42.5525,808.5,667.85,140.65
O0068685,2025-08-08,C04717,P0096,S010,2,0.2,Card,4290.44,858.088,3432.35,3064.92,367.43
O0068686,2026-03-26,C05532,P0133,S012,5,0.2,Bank Transfer,1811.0,362.2000000000001,1448.8,1515.55,-66.75
O0068687,2025-09-07,C03078,P0128,S011,5,0.0,Card,7643.5,0.0,7643.5,6697.1,946.4
O0068688,2025-12-19,C02819,P0073,S006,2,0.0,Online,4268.58,0.0,4268.58,2891.26,1377.32
O0068689,2026-05-08,C02551,P0019,S008,4,0.1,Bank Transfer,4413.4,441.34,3972.06,2949.72,1022.34
O0068690,2026-06-15,C05605,P0082,S006,5,0.0,Card,9168.6,0.0,9168.6,7753.45,1415.15
O0068691,2025-08-31,C00904,P0170,S007,3,0.0,Card,2430.87,0.0,2430.87,1873.47,557.4
O0068692,2025-09-25,C01336,P0111,S001,3,0.15,Cash,3843.06,576.459,3266.6,3339.57,-72.97
O0068693,2026-04-20,C01670,P0178,S008,2,0.0,Online,541.76,0.0,541.76,384.78,156.98
O0068694,2025-10-29,C05190,P0107,S001,2,0.05,Card,3472.98,173.649,3299.33,3019.96,279.37
O0068695,2026-02-16,C01415,P0059,S010,1,0.05,Card,1752.63,87.63150000000002,1665.0,1436.3,228.7
O0068696,2025-02-11,C03495,P0050,S012,1,0.05,Cash,497.89,24.8945,473.0,421.08,51.92
O0068697,2026-03-26,C04530,P0132,S013,3,0.15,Card,3957.51,593.6265,3363.88,3471.57,-107.69
O0068698,2025-03-01,C00409,P0167,S012,1,0.05,Cash,1743.66,87.183,1656.48,1264.58,391.9
O0068699,2025-08-01,C00140,P0096,S005,2,0.05,Online,4290.44,214.522,4075.92,3064.92,1011.0
O0068700,2025-04-05,C05268,P0049,S011,4,0.0,Card,9333.44,0.0,9333.44,6998.28,2335.16
O0068701,2026-05-22,C00288,P0121,S006,3,0.05,Cash,4398.96,219.948,4179.01,3068.19,1110.82
O0068702,2025-03-06,C00161,P0078,S010,2,0.15,Online,3082.86,462.429,2620.43,2474.96,145.47
O0068703,2025-10-25,C05590,P0175,S007,1,0.1,Card,1505.84,150.584,1355.26,1015.07,340.19
O0068704,2025-03-16,C02101,P0170,S006,5,0.0,Card,4051.45,0.0,4051.45,3122.45,929.0
O0068705,2025-01-11,C05221,P0093,S006,1,0.05,Online,1017.32,50.86600000000001,966.45,793.85,172.6
O0068706,2025-05-23,C03784,P0139,S010,1,0.2,Card,675.32,135.06400000000002,540.26,446.16,94.1
O0068707,2025-02-12,C04355,P0016,S007,5,0.15,Bank Transfer,4802.900000000001,720.4350000000001,4082.47,3958.6,123.87
O0068708,2025-06-02,C04647,P0023,S006,4,0.0,Card,786.0,0.0,786.0,667.56,118.44
O0068709,2025-03-29,C02949,P0154,S010,1,0.1,Online,1421.32,142.132,1279.19,886.56,392.63
O0068710,2026-01-15,C00481,P0030,S011,2,0.05,Online,2251.82,112.591,2139.23,1788.48,350.75
O0068711,2025-04-04,C03242,P0164,S013,4,0.0,Card,7684.76,0.0,7684.76,6387.76,1297.0
O0068712,2025-09-23,C01583,P0057,S009,4,0.1,Card,6758.04,675.8040000000001,6082.24,4307.68,1774.56
O0068713,2025-01-01,C01558,P0125,S003,5,0.05,Bank Transfer,9030.9,451.545,8579.36,7208.85,1370.51
O0068714,2026-05-22,C04611,P0038,S004,2,0.15,Online,3445.44,516.816,2928.62,2380.74,547.88
O0068715,2025-08-30,C01249,P0001,S004,3,0.1,Card,3124.8,312.48,2812.32,2448.57,363.75
O0068716,2025-07-07,C03460,P0054,S010,4,0.05,Card,5000.0,250.0,4750.0,3538.28,1211.72
O0068717,2025-06-27,C04921,P0089,S001,4,0.0,Cash,1056.16,0.0,1056.16,897.28,158.88
O0068718,2025-02-04,C03357,P0063,S009,5,0.0,Online,1150.2,0.0,1150.2,992.25,157.95
O0068719,2025-05-22,C03691,P0157,S012,3,0.0,Card,2342.13,0.0,2342.13,2031.42,310.71
O0068720,2026-04-06,C03598,P0007,S012,3,0.0,Card,2664.36,0.0,2664.36,2019.36,645.0
O0068721,2025-07-30,C05728,P0114,S006,4,0.05,Bank Transfer,1702.0,85.10000000000001,1616.9,1079.12,537.78
O0068722,2026-04-06,C01003,P0052,S005,2,0.1,Card,4176.92,417.692,3759.23,2898.76,860.47
O0068723,2025-04-08,C04029,P0023,S003,5,0.1,Card,982.5,98.25,884.25,834.45,49.8
O0068724,2025-07-18,C02945,P0011,S010,3,0.1,Card,942.57,94.257,848.31,780.48,67.83
O0068725,2025-12-11,C05626,P0158,S005,3,0.0,Card,5686.5,0.0,5686.5,3860.19,1826.31
O0068726,2025-02-08,C00648,P0051,S005,2,0.0,Bank Transfer,2619.98,0.0,2619.98,1832.66,787.32
O0068727,2025-07-12,C05339,P0107,S009,1,0.0,Card,1736.49,0.0,1736.49,1509.98,226.51
O0068728,2026-04-26,C05572,P0074,S013,5,0.15,Cash,1693.5,254.025,1439.48,1254.25,185.23
O0068729,2025-09-28,C00646,P0018,S014,5,0.2,Card,8126.2,1625.24,6500.96,5974.15,526.81
O0068730,2026-05-25,C05025,P0026,S002,2,0.0,Card,4269.64,0.0,4269.64,3251.32,1018.32
O0068731,2025-03-19,C03749,P0070,S003,4,0.1,Cash,3483.0,348.3,3134.7,3020.44,114.26
O0068732,2026-06-29,C00265,P0078,S003,4,0.15,Online,6165.72,924.858,5240.86,4949.92,290.94
O0068733,2026-04-25,C05286,P0039,S011,2,0.05,Card,4022.86,201.14300000000003,3821.72,3299.32,522.4
O0068734,2025-08-02,C03749,P0052,S001,3,0.05,Cash,6265.38,313.269,5952.11,4348.14,1603.97
O0068735,2025-11-04,C01671,P0073,S012,2,0.0,Card,4268.58,0.0,4268.58,2891.26,1377.32
O0068736,2025-03-11,C00612,P0073,S007,5,0.0,Card,10671.45,0.0,10671.45,7228.15,3443.3
O0068737,2025-03-27,C00794,P0175,S014,3,0.0,Card,4517.52,0.0,4517.52,3045.21,1472.31
O0068738,2025-07-26,C05549,P0172,S003,2,0.1,Online,1840.64,184.064,1656.58,1184.72,471.86
O0068739,2025-06-28,C02074,P0064,S003,5,0.0,Card,9296.4,0.0,9296.4,7430.75,1865.65
O0068740,2025-11-16,C03343,P0056,S012,1,0.15,Card,236.58,35.487,201.09,199.56,1.53
O0068741,2026-05-09,C02551,P0070,S009,1,0.0,Bank Transfer,870.75,0.0,870.75,755.11,115.64
O0068742,2025-01-24,C01987,P0175,S008,5,0.2,Card,7529.2,1505.84,6023.36,5075.35,948.01
O0068743,2026-04-03,C01964,P0178,S003,5,0.05,Card,1354.4,67.72000000000001,1286.68,961.95,324.73
O0068744,2025-05-30,C02468,P0049,S003,1,0.15,Card,2333.36,350.004,1983.36,1749.57,233.79
O0068745,2025-12-22,C03530,P0169,S003,1,0.0,Online,424.42,0.0,424.42,371.54,52.88
O0068746,2026-05-30,C01013,P0108,S001,2,0.0,Card,2661.16,0.0,2661.16,1826.22,834.94
O0068747,2026-02-05,C02272,P0128,S011,4,0.05,Online,6114.8,305.74,5809.06,5357.68,451.38
O0068748,2025-01-25,C02878,P0050,S007,2,0.0,Card,995.78,0.0,995.78,842.16,153.62
O0068749,2025-11-20,C03197,P0149,S004,1,0.0,Card,2128.18,0.0,2128.18,1372.96,755.22
O0068750,2025-03-24,C05865,P0022,S011,4,0.1,Bank Transfer,3453.2,345.32,3107.88,2768.12,339.76
O0068751,2025-05-19,C03881,P0134,S014,2,0.0,Card,3037.56,0.0,3037.56,2010.38,1027.18
O0068752,2025-11-14,C05456,P0051,S002,2,0.0,Online,2619.98,0.0,2619.98,1832.66,787.32
O0068753,2025-11-15,C04631,P0047,S007,4,0.15,Card,7130.6,1069.59,6061.01,5990.76,70.25
O0068754,2026-06-07,C04062,P0141,S010,2,0.0,Card,2464.02,0.0,2464.02,1951.5,512.52
O0068755,2025-06-05,C01896,P0142,S014,1,0.0,Card,2104.62,0.0,2104.62,1385.84,718.78
O0068756,2026-05-29,C04620,P0154,S003,5,0.15,Card,7106.599999999999,1065.9899999999998,6040.61,4432.8,1607.81
O0068757,2025-08-26,C05563,P0081,S008,1,0.0,Card,763.21,0.0,763.21,525.8,237.41
O0068758,2025-05-21,C02970,P0128,S011,5,0.15,Card,7643.5,1146.525,6496.98,6697.1,-200.12
O0068759,2025-12-07,C01116,P0088,S007,5,0.05,Online,9578.3,478.9150000000001,9099.38,7203.25,1896.13
O0068760,2025-12-02,C00114,P0049,S011,1,0.05,Card,2333.36,116.668,2216.69,1749.57,467.12
O0068761,2026-05-06,C02606,P0126,S005,2,0.0,Online,504.8,0.0,504.8,434.76,70.04
O0068762,2026-06-11,C00767,P0117,S014,5,0.0,Card,1547.8,0.0,1547.8,1250.15,297.65
O0068763,2025-12-29,C04817,P0128,S001,4,0.1,Online,6114.8,611.48,5503.32,5357.68,145.64
O0068764,2025-12-10,C04526,P0147,S006,2,0.15,Cash,2462.76,369.414,2093.35,2162.54,-69.19
O0068765,2025-06-06,C02197,P0161,S009,5,0.15,Card,406.1,60.915,345.18,315.0,30.18
O0068766,2025-05-01,C04434,P0160,S002,4,0.2,Online,7036.8,1407.36,5629.44,6184.16,-554.72
O0068767,2025-11-21,C01827,P0126,S014,1,0.0,Cash,252.4,0.0,252.4,217.38,35.02
O0068768,2026-01-14,C02035,P0175,S009,1,0.0,Card,1505.84,0.0,1505.84,1015.07,490.77
O0068769,2025-07-20,C05283,P0111,S014,1,0.2,Card,1281.02,256.204,1024.82,1113.19,-88.37
O0068770,2025-10-07,C03816,P0054,S008,1,0.0,Online,1250.0,0.0,1250.0,884.57,365.43
O0068771,2025-11-10,C03546,P0134,S012,2,0.0,Card,3037.56,0.0,3037.56,2010.38,1027.18
O0068772,2025-09-27,C01551,P0165,S003,4,0.0,Cash,7728.0,0.0,7728.0,5178.28,2549.72
O0068773,2025-01-26,C00191,P0143,S008,5,0.05,Card,8050.549999999999,402.5275,7648.02,5304.75,2343.27
O0068774,2025-09-24,C00168,P0097,S004,5,0.0,Card,7060.4,0.0,7060.4,6190.55,869.85
O0068775,2025-04-27,C02753,P0075,S001,2,0.1,Online,2150.1,215.01,1935.09,1676.82,258.27
O0068776,2025-03-03,C04048,P0130,S002,4,0.15,Card,4205.48,630.8219999999999,3574.66,2652.84,921.82
O0068777,2025-09-13,C00701,P0088,S007,3,0.0,Bank Transfer,5746.9800000000005,0.0,5746.98,4321.95,1425.03
O0068778,2026-03-08,C03303,P0037,S010,1,0.0,Cash,1176.04,0.0,1176.04,1001.72,174.32
O0068779,2026-03-12,C02492,P0097,S009,3,0.0,Card,4236.24,0.0,4236.24,3714.33,521.91
O0068780,2025-07-09,C04631,P0074,S010,4,0.15,Card,1354.8,203.22,1151.58,1003.4,148.18
O0068781,2025-11-07,C00584,P0144,S002,1,0.1,Bank Transfer,1127.27,112.727,1014.54,961.23,53.31
O0068782,2025-04-11,C00117,P0055,S009,1,0.05,Card,1906.51,95.3255,1811.18,1665.41,145.77
O0068783,2025-06-03,C05563,P0138,S009,1,0.1,Online,1219.82,121.982,1097.84,887.45,210.39
O0068784,2025-08-29,C04390,P0085,S007,4,0.05,Card,9042.16,452.108,8590.05,5733.04,2857.01
O0068785,2025-08-01,C02134,P0086,S012,3,0.0,Card,750.8100000000001,0.0,750.81,540.42,210.39
O0068786,2025-12-18,C05120,P0089,S011,1,0.0,Bank Transfer,264.04,0.0,264.04,224.32,39.72
O0068787,2026-02-11,C03390,P0139,S010,4,0.05,Cash,2701.28,135.06400000000002,2566.22,1784.64,781.58
O0068788,2025-10-30,C01311,P0033,S008,2,0.0,Card,2581.92,0.0,2581.92,1746.64,835.28
O0068789,2025-01-16,C04204,P0140,S004,5,0.05,Card,8873.099999999999,443.655,8429.44,6048.3,2381.14
O0068790,2026-03-24,C01387,P0083,S009,4,0.0,Online,6102.48,0.0,6102.48,5236.12,866.36
O0068791,2025-09-06,C01541,P0127,S009,5,0.05,Online,3229.55,161.4775,3068.07,2561.45,506.62
O0068792,2026-04-06,C02636,P0104,S004,1,0.0,Card,85.06,0.0,85.06,74.73,10.33
O0068793,2025-05-30,C00124,P0035,S010,3,0.1,Card,1843.89,184.389,1659.5,1463.67,195.83
O0068794,2025-12-05,C02339,P0036,S002,2,0.1,Cash,146.4,14.64,131.76,97.38,34.38
O0068795,2025-05-14,C01430,P0057,S004,3,0.0,Card,5068.53,0.0,5068.53,3230.76,1837.77
O0068796,2025-10-29,C03404,P0170,S003,5,0.05,Card,4051.45,202.5725,3848.88,3122.45,726.43
O0068797,2026-04-02,C04453,P0118,S012,1,0.0,Online,1543.6,0.0,1543.6,1103.67,439.93
O0068798,2025-11-06,C00279,P0141,S010,3,0.05,Card,3696.03,184.8015,3511.23,2927.25,583.98
O0068799,2026-06-30,C00672,P0057,S007,5,0.05,Card,8447.55,422.3775,8025.17,5384.6,2640.57
O0068800,2025-08-03,C04176,P0002,S012,3,0.05,Card,5816.85,290.84250000000003,5526.01,4448.22,1077.79
O0068801,2025-03-11,C05611,P0116,S012,4,0.0,Card,4748.44,0.0,4748.44,3679.8,1068.64
O0068802,2025-09-14,C02907,P0114,S004,1,0.0,Card,425.5,0.0,425.5,269.78,155.72
O0068803,2026-03-31,C02777,P0134,S005,1,0.0,Card,1518.78,0.0,1518.78,1005.19,513.59
O0068804,2025-10-15,C05796,P0076,S005,3,0.1,Bank Transfer,1032.84,103.284,929.56,780.57,148.99
O0068805,2025-11-30,C00676,P0150,S007,1,0.2,Cash,2153.56,430.712,1722.85,1409.79,313.06
O0068806,2026-03-14,C02189,P0093,S004,1,0.05,Online,1017.32,50.86600000000001,966.45,793.85,172.6
O0068807,2025-05-24,C01867,P0096,S004,3,0.0,Card,6435.66,0.0,6435.66,4597.38,1838.28
O0068808,2026-02-12,C05790,P0081,S005,5,0.05,Cash,3816.05,190.8025,3625.25,2629.0,996.25
O0068809,2026-06-05,C04227,P0087,S001,2,0.0,Bank Transfer,2726.92,0.0,2726.92,2069.3,657.62
O0068810,2025-04-17,C02819,P0080,S009,5,0.15,Card,8780.75,1317.1125,7463.64,5890.65,1572.99
O0068811,2025-04-12,C02002,P0072,S008,3,0.15,Card,851.01,127.6515,723.36,562.23,161.13
O0068812,2026-06-18,C02742,P0092,S004,3,0.0,Cash,2048.28,0.0,2048.28,1718.55,329.73
O0068813,2026-06-15,C04145,P0129,S014,5,0.05,Card,4025.6,201.28,3824.32,3381.75,442.57
O0068814,2026-06-12,C03930,P0045,S011,2,0.05,Bank Transfer,3051.34,152.567,2898.77,2388.74,510.03
O0068815,2026-04-14,C04685,P0132,S002,4,0.05,Card,5276.68,263.834,5012.85,4628.76,384.09
O0068816,2025-06-02,C01819,P0120,S011,1,0.2,Card,1002.93,200.586,802.34,758.94,43.4
O0068817,2025-11-03,C02678,P0023,S009,3,0.15,Card,589.5,88.425,501.08,500.67,0.41
O0068818,2026-06-30,C03069,P0131,S007,4,0.05,Card,3232.24,161.612,3070.63,2266.48,804.15
O0068819,2026-01-19,C00507,P0179,S003,1,0.0,Card,901.62,0.0,901.62,785.02,116.6
O0068820,2025-10-14,C03085,P0090,S012,1,0.0,Cash,1118.81,0.0,1118.81,759.31,359.5
O0068821,2025-11-28,C02578,P0095,S005,5,0.0,Cash,12807.3,0.0,12807.3,8880.35,3926.95
O0068822,2025-05-04,C05205,P0123,S009,2,0.05,Card,2875.9,143.79500000000002,2732.1,2261.12,470.98
O0068823,2025-07-11,C02638,P0145,S008,2,0.05,Online,2732.36,136.61800000000002,2595.74,2278.38,317.36
O0068824,2026-01-29,C05069,P0105,S006,3,0.15,Card,5298.39,794.7585,4503.63,4333.95,169.68
O0068825,2026-06-11,C04939,P0037,S006,1,0.1,Card,1176.04,117.604,1058.44,1001.72,56.72
O0068826,2025-01-27,C02092,P0178,S003,4,0.0,Cash,1083.52,0.0,1083.52,769.56,313.96
O0068827,2025-08-15,C00165,P0109,S008,3,0.05,Card,1253.25,62.6625,1190.59,863.49,327.1
O0068828,2026-01-11,C01337,P0099,S004,5,0.0,Online,12218.2,0.0,12218.2,8270.05,3948.15
O0068829,2025-09-11,C04837,P0052,S006,4,0.15,Card,8353.84,1253.076,7100.76,5797.52,1303.24
O0068830,2026-04-01,C03810,P0142,S007,2,0.0,Card,4209.24,0.0,4209.24,2771.68,1437.56
O0068831,2025-12-19,C04696,P0176,S012,5,0.15,Card,6940.25,1041.0375,5899.21,4312.5,1586.71
O0068832,2025-07-11,C03515,P0154,S009,2,0.1,Cash,2842.64,284.264,2558.38,1773.12,785.26
O0068833,2026-02-22,C00631,P0164,S010,1,0.0,Bank Transfer,1921.19,0.0,1921.19,1596.94,324.25
O0068834,2025-07-02,C05686,P0108,S001,2,0.05,Card,2661.16,133.058,2528.1,1826.22,701.88
O0068835,2025-08-14,C02836,P0086,S010,5,0.1,Card,1251.35,125.13500000000002,1126.22,900.7,225.52
O0068836,2025-05-29,C02024,P0109,S008,1,0.0,Card,417.75,0.0,417.75,287.83,129.92
O0068837,2026-06-30,C02762,P0011,S014,3,0.0,Card,942.57,0.0,942.57,780.48,162.09
O0068838,2025-08-11,C05606,P0061,S002,5,0.15,Card,5435.15,815.2724999999999,4619.88,3861.65,758.23
O0068839,2026-06-05,C04317,P0120,S004,5,0.0,Cash,5014.65,0.0,5014.65,3794.7,1219.95
O0068840,2025-11-10,C02333,P0080,S006,5,0.1,Card,8780.75,878.075,7902.68,5890.65,2012.03
O0068841,2025-03-10,C04284,P0149,S001,1,0.0,Card,2128.18,0.0,2128.18,1372.96,755.22
O0068842,2026-02-21,C00192,P0110,S006,4,0.1,Card,8194.76,819.4760000000001,7375.28,5122.92,2252.36
O0068843,2025-04-17,C04282,P0047,S001,1,0.05,Card,1782.65,89.13250000000001,1693.52,1497.69,195.83
O0068844,2026-04-30,C01901,P0053,S006,4,0.1,Card,1449.64,144.96400000000003,1304.68,926.08,378.6
O0068845,2026-06-11,C01641,P0076,S011,5,0.1,Card,1721.4,172.14,1549.26,1300.95,248.31
O0068846,2025-10-27,C03756,P0080,S004,5,0.0,Online,8780.75,0.0,8780.75,5890.65,2890.1
O0068847,2025-08-06,C04777,P0063,S006,5,0.1,Card,1150.2,115.02,1035.18,992.25,42.93
O0068848,2025-09-17,C01336,P0089,S009,3,0.05,Online,792.1200000000001,39.60600000000001,752.51,672.96,79.55
O0068849,2026-02-28,C05917,P0087,S013,3,0.05,Card,4090.38,204.519,3885.86,3103.95,781.91
O0068850,2025-07-24,C00773,P0132,S011,1,0.0,Cash,1319.17,0.0,1319.17,1157.19,161.98
O0068851,2025-01-28,C03846,P0004,S004,2,0.2,Cash,2054.12,410.824,1643.3,1289.2,354.1
O0068852,2025-11-22,C05460,P0097,S007,3,0.0,Card,4236.24,0.0,4236.24,3714.33,521.91
O0068853,2026-02-08,C03426,P0179,S013,5,0.05,Card,4508.1,225.40500000000003,4282.7,3925.1,357.6
O0068854,2025-03-21,C02430,P0063,S002,3,0.0,Card,690.12,0.0,690.12,595.35,94.77
O0068855,2025-07-16,C04965,P0119,S003,4,0.1,Cash,2198.28,219.82800000000003,1978.45,1598.24,380.21
O0068856,2025-09-12,C01864,P0138,S005,1,0.05,Cash,1219.82,60.991,1158.83,887.45,271.38
O0068857,2025-12-01,C02348,P0153,S005,5,0.15,Online,3716.8,557.52,3159.28,3151.1,8.18
O0068858,2025-10-05,C02096,P0172,S014,3,0.05,Online,2760.96,138.048,2622.91,1777.08,845.83
O0068859,2026-02-17,C00546,P0100,S006,5,0.1,Online,9822.65,982.265,8840.38,7918.85,921.53
O0068860,2025-12-10,C02838,P0174,S008,3,0.0,Card,2098.38,0.0,2098.38,1761.78,336.6
O0068861,2026-01-25,C02427,P0104,S005,4,0.0,Card,340.24,0.0,340.24,298.92,41.32
O0068862,2025-02-07,C03984,P0050,S001,3,0.05,Card,1493.67,74.68350000000001,1418.99,1263.24,155.75
O0068863,2026-05-18,C02360,P0023,S013,2,0.1,Card,393.0,39.3,353.7,333.78,19.92
O0068864,2025-08-23,C02305,P0071,S007,1,0.15,Card,289.45,43.4175,246.03,191.99,54.04
O0068865,2025-08-20,C01798,P0106,S001,2,0.0,Card,4520.32,0.0,4520.32,2887.46,1632.86
O0068866,2026-02-20,C00280,P0065,S012,4,0.1,Cash,1520.16,152.01600000000002,1368.14,1225.2,142.94
O0068867,2025-08-15,C04085,P0121,S009,5,0.05,Card,7331.599999999999,366.58,6965.02,5113.65,1851.37
O0068868,2026-03-05,C01937,P0072,S013,4,0.0,Card,1134.68,0.0,1134.68,749.64,385.04
O0068869,2026-03-27,C03916,P0054,S004,1,0.15,Card,1250.0,187.5,1062.5,884.57,177.93
O0068870,2025-10-24,C03541,P0111,S006,3,0.05,Card,3843.06,192.153,3650.91,3339.57,311.34
O0068871,2025-11-05,C05639,P0048,S003,4,0.0,Online,7602.44,0.0,7602.44,6301.88,1300.56
