customer_id,customer_name,gender,age,city,customer_type,registration_date
C02927,Customer 02927,Male,48,Khobar,Returning,2025-09-14
C02928,Customer 02928,Female,52,Makkah,New,2024-05-24
C02929,Customer 02929,Female,38,Riyadh,New,2024-01-16
C02930,Customer 02930,Female,26,Makkah,Loyal,2026-01-12
C02931,Customer 02931,Male,35,Dammam,Returning,2026-04-07
C02932,Customer 02932,Male,61,Abha,Returning,2026-02-09
C02933,Customer 02933,Female,42,Abha,New,2026-04-17
C02934,Customer 02934,Female,42,Jeddah,New,2025-04-23
C02935,Customer 02935,Female,30,Jeddah,Returning,2024-01-01
C02936,Customer 02936,Female,64,Makkah,Returning,2024-03-14
C02937,Customer 02937,Male,35,Abha,Loyal,2024-09-22
C02938,Customer 02938,Female,51,Riyadh,New,2024-05-28
C02939,Customer 02939,Female,63,Khobar,Returning,2025-03-17
C02940,Customer 02940,Female,46,Jeddah,New,2024-09-20
C02941,Customer 02941,Male,51,Khobar,Returning,2025-04-06
C02942,Customer 02942,Female,62,Khobar,New,2024-05-28
C02943,Customer 02943,Male,22,Jeddah,New,2024-03-02
C02944,Customer 02944,Female,35,Madinah,Returning,2024-06-02
C02945,Customer 02945,Male,50,Makkah,Returning,2024-07-10
C02946,Customer 02946,Female,20,Makkah,Returning,2026-01-08
C02947,Customer 02947,Female,44,Khobar,New,2025-08-28
C02948,Customer 02948,Male,21,Dammam,Returning,2025-08-19
C02949,Customer 02949,Female,49,Jeddah,Returning,2024-08-24
C02950,Customer 02950,Male,20,Abha,Returning,2025-06-26
C02951,Customer 02951,Male,50,Riyadh,New,2025-07-02
C02952,Customer 02952,Male,52,Riyadh,New,2026-05-13
C02953,Customer 02953,Female,57,Makkah,Loyal,2024-11-01
C02954,Customer 02954,Female,33,Jeddah,Returning,2026-03-13
C02955,Customer 02955,Male,24,Khobar,Returning,2025-02-14
C02956,Customer 02956,Male,61,Jeddah,Returning,2026-04-30
C02957,Customer 02957,Male,41,Riyadh,New,2025-12-30
C02958,Customer 02958,Female,52,Madinah,Returning,2024-06-11
C02959,Customer 02959,Male,27,Abha,Returning,2026-06-02
C02960,Customer 02960,Female,26,Abha,Loyal,2025-02-01
C02961,Customer 02961,Male,43,Riyadh,Loyal,2024-06-29
C02962,Customer 02962,Female,63,Madinah,Returning,2026-03-02
C02963,Customer 02963,Male,29,Dammam,New,2024-05-16
C02964,Customer 02964,Female,18,Jeddah,New,2024-05-07
C02965,Customer 02965,Female,52,Khobar,New,2025-10-28
C02966,Customer 02966,Female,63,Dammam,Returning,2025-11-04
C02967,Customer 02967,Male,51,Riyadh,New,2024-01-14
C02968,Customer 02968,Female,63,Riyadh,Returning,2026-06-02
C02969,Customer 02969,Male,64,Abha,New,2025-10-16
C02970,Customer 02970,Female,48,Dammam,New,2026-06-18
C02971,Customer 02971,Male,56,Madinah,Returning,2025-12-13
C02972,Customer 02972,Female,52,Abha,New,2026-03-02
C02973,Customer 02973,Male,22,Khobar,Loyal,2025-11-21
C02974,Customer 02974,Male,38,Makkah,Returning,2024-08-01
C02975,Customer 02975,Female,39,Jeddah,Loyal,2026-03-11
C02976,Customer 02976,Female,25,Dammam,Returning,2024-01-19
C02977,Customer 02977,Male,57,Makkah,Returning,2025-02-16
C02978,Customer 02978,Male,62,Madinah,Returning,2025-07-26
C02979,Customer 02979,Female,54,Dammam,New,2025-01-01
C02980,Customer 02980,Female,21,Makkah,Returning,2024-08-28
C02981,Customer 02981,Female,65,Khobar,Loyal,2025-12-26
C02982,Customer 02982,Female,31,Riyadh,Loyal,2025-03-28
C02983,Customer 02983,Male,43,Makkah,Returning,2025-05-15
C02984,Customer 02984,Male,46,Riyadh,Returning,2025-02-18
C02985,Customer 02985,Male,37,Jeddah,Returning,2024-08-31
C02986,Customer 02986,Male,63,Khobar,Returning,2025-06-26
C02987,Customer 02987,Female,18,Khobar,Loyal,2025-10-15
C02988,Customer 02988,Male,22,Makkah,New,2024-02-21
C02989,Customer 02989,Male,26,Jeddah,Returning,2025-08-29
C02990,Customer 02990,Male,44,Dammam,Returning,2026-02-02
C02991,Customer 02991,Male,38,Riyadh,New,2024-10-10
C02992,Customer 02992,Female,21,Dammam,New,2024-07-14
C02993,Customer 02993,Male,31,Jeddah,Returning,2024-10-15
C02994,Customer 02994,Female,54,Dammam,Loyal,2025-09-21
C02995,Customer 02995,Male,47,Makkah,Loyal,2025-03-26
C02996,Customer 02996,Male,59,Jeddah,Loyal,2025-09-02
C02997,Customer 02997,Male,41,Madinah,New,2025-07-28
C02998,Customer 02998,Female,58,Madinah,New,2024-02-24
C02999,Customer 02999,Male,65,Dammam,Returning,2024-02-13
C03000,Customer 03000,Male,47,Dammam,Loyal,2024-02-27
C03001,Customer 03001,Female,30,Riyadh,Returning,2025-10-27
C03002,Customer 03002,Female,32,Madinah,Returning,2025-12-20
C03003,Customer 03003,Female,26,Dammam,New,2025-07-27
C03004,Customer 03004,Female,19,Madinah,New,2024-10-29
C03005,Customer 03005,Male,49,Riyadh,Returning,2025-02-17
C03006,Customer 03006,Female,45,Jeddah,Returning,2025-11-02
C03007,Customer 03007,Female,56,Jeddah,Returning,2026-06-04
C03008,Customer 03008,Female,58,Dammam,New,2024-08-03
C03009,Customer 03009,Male,60,Khobar,Returning,2025-12-26
C03010,Customer 03010,Female,46,Khobar,Returning,2026-05-31
C03011,Customer 03011,Male,43,Jeddah,New,2025-10-25
C03012,Customer 03012,Female,60,Makkah,New,2024-01-19
C03013,Customer 03013,Female,32,Khobar,Returning,2024-02-22
C03014,Customer 03014,Female,30,Khobar,Returning,2024-12-22
C03015,Customer 03015,Female,22,Dammam,Returning,2025-05-24
C03016,Customer 03016,Female,52,Jeddah,Returning,2025-02-15
C03017,Customer 03017,Female,23,Riyadh,New,2024-08-06
C03018,Customer 03018,Male,51,Abha,Loyal,2024-12-31
C03019,Customer 03019,Male,42,Abha,Returning,2025-10-14
C03020,Customer 03020,Male,42,Jeddah,Returning,2025-01-30
C03021,Customer 03021,Female,36,Madinah,New,2025-08-31
C03022,Customer 03022,Male,29,Madinah,New,2024-09-17
C03023,Customer 03023,Female,20,Abha,New,2024-07-09
C03024,Customer 03024,Male,18,Abha,Returning,2026-04-29
C03025,Customer 03025,Female,37,Riyadh,New,2025-05-01
C03026,Customer 03026,Male,51,Riyadh,Returning,2024-08-21
C03027,Customer 03027,Male,59,Riyadh,Returning,2024-07-02
C03028,Customer 03028,Male,39,Jeddah,Loyal,2025-12-10
C03029,Customer 03029,Male,36,Makkah,Returning,2025-08-08
C03030,Customer 03030,Male,64,Dammam,New,2024-06-28
C03031,Customer 03031,Female,18,Abha,Returning,2024-03-26
C03032,Customer 03032,Female,57,Abha,Loyal,2025-09-22
C03033,Customer 03033,Male,39,Madinah,Returning,2025-02-24
C03034,Customer 03034,Male,61,Abha,Returning,2026-01-26
C03035,Customer 03035,Male,42,Madinah,Loyal,2024-06-22
C03036,Customer 03036,Female,52,Madinah,Returning,2024-01-23
C03037,Customer 03037,Male,18,Dammam,New,2025-01-09
C03038,Customer 03038,Female,58,Jeddah,Loyal,2025-02-22
C03039,Customer 03039,Female,28,Abha,New,2026-06-15
C03040,Customer 03040,Female,28,Makkah,Returning,2026-06-04
C03041,Customer 03041,Male,36,Makkah,Returning,2024-01-13
C03042,Customer 03042,Male,30,Abha,Returning,2025-06-30
C03043,Customer 03043,Male,25,Abha,New,2025-04-23
C03044,Customer 03044,Female,49,Khobar,Returning,2024-11-10
C03045,Customer 03045,Female,42,Riyadh,New,2025-06-09
C03046,Customer 03046,Male,20,Dammam,Loyal,2025-09-29
C03047,Customer 03047,Female,38,Khobar,New,2024-10-06
C03048,Customer 03048,Male,25,Dammam,Loyal,2026-01-01
C03049,Customer 03049,Male,57,Khobar,Returning,2024-08-20
C03050,Customer 03050,Female,27,Abha,Returning,2024-05-15
C03051,Customer 03051,Male,59,Madinah,New,2024-09-08
C03052,Customer 03052,Female,29,Jeddah,New,2026-05-10
C03053,Customer 03053,Female,34,Makkah,New,2025-06-23
C03054,Customer 03054,Male,53,Riyadh,Loyal,2025-11-23
C03055,Customer 03055,Female,61,Jeddah,Returning,2025-11-08
C03056,Customer 03056,Female,18,Jeddah,Loyal,2024-11-05
C03057,Customer 03057,Female,57,Khobar,Returning,2026-05-15
C03058,Customer 03058,Male,51,Dammam,Loyal,2024-03-25
C03059,Customer 03059,Female,27,Dammam,Returning,2026-03-12
C03060,Customer 03060,Female,46,Madinah,Returning,2024-01-21
C03061,Customer 03061,Female,55,Khobar,Returning,2026-01-23
C03062,Customer 03062,Female,23,Dammam,Returning,2026-04-20
C03063,Customer 03063,Male,30,Riyadh,Returning,2025-02-16
C03064,Customer 03064,Male,45,Dammam,Returning,2024-11-13
C03065,Customer 03065,Female,60,Abha,New,2025-08-01
C03066,Customer 03066,Male,46,Makkah,New,2024-03-30
C03067,Customer 03067,Male,64,Riyadh,Returning,2025-09-20
C03068,Customer 03068,Male,56,Riyadh,Returning,2025-11-06
C03069,Customer 03069,Male,50,Abha,Returning,2024-03-07
C03070,Customer 03070,Male,60,Riyadh,Returning,2024-04-28
C03071,Customer 03071,Female,31,Jeddah,Loyal,2024-12-07
C03072,Customer 03072,Female,61,Madinah,New,2025-06-13
C03073,Customer 03073,Male,45,Dammam,Returning,2024-06-28
C03074,Customer 03074,Female,57,Abha,New,2024-01-17
C03075,Customer 03075,Female,44,Riyadh,New,2025-06-03
C03076,Customer 03076,Female,57,Dammam,Returning,2024-10-03
C03077,Customer 03077,Male,40,Madinah,Returning,2024-07-09
C03078,Customer 03078,Male,39,Jeddah,Returning,2024-08-05
C03079,Customer 03079,Female,39,Abha,New,2024-04-11
C03080,Customer 03080,Male,18,Madinah,New,2024-03-10
C03081,Customer 03081,Female,47,Madinah,New,2024-06-21
C03082,Customer 03082,Female,52,Khobar,New,2026-03-01
C03083,Customer 03083,Male,34,Madinah,Returning,2026-04-16
C03084,Customer 03084,Male,52,Makkah,Loyal,2024-02-28
C03085,Customer 03085,Male,24,Abha,Returning,2025-09-11
C03086,Customer 03086,Female,65,Dammam,Returning,2026-06-08
C03087,Customer 03087,Female,64,Abha,Loyal,2025-04-02
C03088,Customer 03088,Male,34,Madinah,Returning,2024-12-23
C03089,Customer 03089,Male,34,Makkah,Returning,2025-03-17
C03090,Customer 03090,Male,35,Dammam,Returning,2024-01-20
C03091,Customer 03091,Male,25,Abha,Returning,2024-11-17
C03092,Customer 03092,Male,52,Jeddah,Returning,2025-05-23
C03093,Customer 03093,Male,19,Makkah,Returning,2024-12-11
C03094,Customer 03094,Male,36,Dammam,Loyal,2024-09-08
C03095,Customer 03095,Female,33,Makkah,Returning,2024-03-11
C03096,Customer 03096,Female,20,Jeddah,New,2024-11-10
C03097,Customer 03097,Female,22,Khobar,Returning,2025-05-13
C03098,Customer 03098,Male,30,Makkah,Returning,2025-09-06
C03099,Customer 03099,Female,31,Khobar,Returning,2024-02-27
C03100,Customer 03100,Female,28,Madinah,New,2024-06-01
C03101,Customer 03101,Female,25,Riyadh,Loyal,2024-07-07
C03102,Customer 03102,Female,45,Makkah,Loyal,2026-03-03
C03103,Customer 03103,Female,23,Khobar,Loyal,2025-04-27
C03104,Customer 03104,Female,61,Dammam,Returning,2025-09-26
C03105,Customer 03105,Male,43,Dammam,New,2024-07-03
C03106,Customer 03106,Male,47,Dammam,Returning,2024-04-05
C03107,Customer 03107,Male,40,Madinah,Returning,2024-10-22
C03108,Customer 03108,Male,64,Khobar,Returning,2025-03-17
C03109,Customer 03109,Male,19,Madinah,Returning,2026-01-01
C03110,Customer 03110,Male,58,Abha,New,2025-08-16
C03111,Customer 03111,Female,36,Khobar,Returning,2025-03-01
C03112,Customer 03112,Female,60,Abha,Returning,2026-05-06
C03113,Customer 03113,Female,21,Makkah,Returning,2025-07-31
C03114,Customer 03114,Male,37,Jeddah,Loyal,2024-05-29
C03115,Customer 03115,Female,23,Dammam,Returning,2025-05-16
C03116,Customer 03116,Male,32,Makkah,Loyal,2025-04-20
C03117,Customer 03117,Male,53,Madinah,Returning,2025-05-22
C03118,Customer 03118,Female,52,Jeddah,Returning,2024-12-05
C03119,Customer 03119,Female,28,Khobar,New,2024-02-29
C03120,Customer 03120,Female,49,Jeddah,Loyal,2025-05-06
C03121,Customer 03121,Male,57,Khobar,New,2024-06-01
C03122,Customer 03122,Male,50,Madinah,New,2024-06-05
C03123,Customer 03123,Female,48,Makkah,Loyal,2024-09-30
C03124,Customer 03124,Male,19,Abha,Loyal,2026-05-12
C03125,Customer 03125,Female,29,Dammam,Loyal,2025-11-17
C03126,Customer 03126,Female,62,Dammam,Loyal,2026-01-03
C03127,Customer 03127,Female,31,Jeddah,Returning,2024-06-04
C03128,Customer 03128,Male,59,Makkah,Returning,2024-11-04
C03129,Customer 03129,Female,32,Makkah,Returning,2025-02-01
C03130,Customer 03130,Female,18,Makkah,Returning,2025-08-06
C03131,Customer 03131,Male,44,Jeddah,Returning,2025-02-02
C03132,Customer 03132,Male,21,Jeddah,New,2024-10-21
C03133,Customer 03133,Male,24,Jeddah,New,2024-07-27
C03134,Customer 03134,Male,18,Dammam,Loyal,2025-08-24
C03135,Customer 03135,Male,36,Riyadh,Loyal,2025-11-24
C03136,Customer 03136,Female,41,Makkah,Loyal,2024-10-15
C03137,Customer 03137,Female,28,Riyadh,Returning,2025-01-29
C03138,Customer 03138,Male,35,Madinah,New,2026-03-18
C03139,Customer 03139,Male,57,Dammam,Returning,2026-03-08
C03140,Customer 03140,Male,42,Madinah,Loyal,2025-11-19
C03141,Customer 03141,Female,20,Jeddah,Returning,2025-10-13
C03142,Customer 03142,Male,40,Jeddah,Loyal,2024-09-19
C03143,Customer 03143,Male,34,Riyadh,Returning,2024-03-22
C03144,Customer 03144,Male,41,Dammam,Loyal,2025-01-10
C03145,Customer 03145,Female,53,Khobar,New,2024-01-02
C03146,Customer 03146,Male,36,Dammam,Returning,2024-01-01
C03147,Customer 03147,Female,63,Abha,Loyal,2025-02-21
C03148,Customer 03148,Female,60,Khobar,New,2024-12-28
C03149,Customer 03149,Male,33,Khobar,Loyal,2026-05-18
C03150,Customer 03150,Male,28,Riyadh,Returning,2025-01-01
C03151,Customer 03151,Female,53,Makkah,New,2025-06-16
C03152,Customer 03152,Male,59,Madinah,Returning,2026-02-08
C03153,Customer 03153,Male,20,Riyadh,New,2025-11-02
C03154,Customer 03154,Male,45,Madinah,Returning,2024-11-06
C03155,Customer 03155,Male,28,Makkah,Loyal,2025-09-03
C03156,Customer 03156,Male,32,Madinah,Returning,2025-12-09
C03157,Customer 03157,Female,62,Dammam,New,2025-01-20
C03158,Customer 03158,Female,48,Khobar,Loyal,2025-12-03
C03159,Customer 03159,Male,54,Khobar,Returning,2025-04-01
C03160,Customer 03160,Female,51,Madinah,Returning,2024-02-04
C03161,Customer 03161,Male,27,Dammam,New,2024-02-20
C03162,Customer 03162,Male,18,Abha,Returning,2026-02-18
C03163,Customer 03163,Female,45,Jeddah,Returning,2024-09-07
C03164,Customer 03164,Male,51,Jeddah,New,2024-08-27
C03165,Customer 03165,Female,51,Jeddah,Loyal,2024-08-19
C03166,Customer 03166,Female,49,Madinah,Returning,2025-11-02
C03167,Customer 03167,Male,52,Makkah,Returning,2025-06-30
C03168,Customer 03168,Female,21,Makkah,Returning,2025-02-21
C03169,Customer 03169,Male,54,Khobar,Returning,2025-10-03
C03170,Customer 03170,Female,55,Khobar,New,2025-07-13
C03171,Customer 03171,Male,26,Jeddah,Returning,2025-09-30
C03172,Customer 03172,Male,32,Khobar,New,2024-08-10
C03173,Customer 03173,Female,34,Abha,Returning,2025-05-21
C03174,Customer 03174,Male,20,Khobar,Returning,2025-12-28
C03175,Customer 03175,Female,62,Madinah,Loyal,2024-04-12
C03176,Customer 03176,Female,61,Abha,Returning,2025-01-09
C03177,Customer 03177,Male,32,Riyadh,Loyal,2024-08-11
C03178,Customer 03178,Female,36,Makkah,Loyal,2025-05-30
C03179,Customer 03179,Male,64,Jeddah,New,2024-01-21
C03180,Customer 03180,Male,32,Abha,Returning,2024-04-03
C03181,Customer 03181,Male,31,Riyadh,Loyal,2025-06-12
C03182,Customer 03182,Female,51,Abha,Loyal,2026-01-28
C03183,Customer 03183,Male,34,Dammam,New,2024-10-02
C03184,Customer 03184,Male,53,Riyadh,Returning,2025-01-21
C03185,Customer 03185,Female,65,Abha,Returning,2024-07-28
C03186,Customer 03186,Male,39,Riyadh,Loyal,2025-06-26
C03187,Customer 03187,Female,26,Dammam,Loyal,2024-06-19
C03188,Customer 03188,Male,41,Riyadh,New,2024-06-14
C03189,Customer 03189,Male,54,Jeddah,Loyal,2026-02-15
C03190,Customer 03190,Female,20,Abha,Returning,2025-02-23
C03191,Customer 03191,Female,38,Khobar,Returning,2026-02-20
C03192,Customer 03192,Female,29,Abha,Returning,2024-12-27
C03193,Customer 03193,Female,44,Khobar,Loyal,2025-01-30
C03194,Customer 03194,Female,42,Jeddah,New,2024-07-09
C03195,Customer 03195,Male,24,Riyadh,New,2025-01-25
C03196,Customer 03196,Female,45,Madinah,Loyal,2024-08-12
C03197,Customer 03197,Female,58,Jeddah,Returning,2024-05-01
C03198,Customer 03198,Female,64,Dammam,Returning,2026-03-21
C03199,Customer 03199,Female,43,Abha,New,2025-12-29
C03200,Customer 03200,Male,28,Dammam,New,2025-10-05
C03201,Customer 03201,Female,27,Dammam,Returning,2024-06-17
C03202,Customer 03202,Female,36,Abha,Loyal,2025-09-19
C03203,Customer 03203,Female,18,Madinah,New,2025-08-09
C03204,Customer 03204,Male,47,Makkah,Loyal,2024-02-04
C03205,Customer 03205,Female,52,Riyadh,Loyal,2025-03-01
C03206,Customer 03206,Male,18,Abha,Loyal,2024-02-09
C03207,Customer 03207,Female,58,Khobar,Returning,2024-01-27
C03208,Customer 03208,Male,35,Madinah,Loyal,2025-02-07
C03209,Customer 03209,Female,41,Dammam,Returning,2026-02-14
C03210,Customer 03210,Male,40,Riyadh,Returning,2025-11-11
C03211,Customer 03211,Female,49,Dammam,Returning,2026-03-17
C03212,Customer 03212,Male,57,Jeddah,Returning,2026-02-05
C03213,Customer 03213,Male,50,Abha,New,2025-11-20
C03214,Customer 03214,Male,56,Khobar,Returning,2024-01-23
C03215,Customer 03215,Male,65,Jeddah,New,2025-12-24
C03216,Customer 03216,Female,23,Makkah,New,2024-09-21
C03217,Customer 03217,Male,55,Khobar,Returning,2024-11-30
C03218,Customer 03218,Female,43,Jeddah,New,2025-02-16
C03219,Customer 03219,Female,47,Makkah,New,2026-03-24
C03220,Customer 03220,Female,54,Dammam,Returning,2024-04-06
C03221,Customer 03221,Male,46,Abha,New,2026-04-20
C03222,Customer 03222,Female,50,Makkah,Loyal,2025-06-22
C03223,Customer 03223,Male,45,Dammam,Returning,2025-06-17
C03224,Customer 03224,Female,20,Riyadh,Returning,2025-07-01
C03225,Customer 03225,Male,56,Madinah,Loyal,2026-04-25
C03226,Customer 03226,Male,42,Madinah,Returning,2024-01-15
C03227,Customer 03227,Female,27,Jeddah,Loyal,2025-03-20
C03228,Customer 03228,Female,49,Khobar,New,2025-11-10
C03229,Customer 03229,Female,19,Abha,New,2025-09-05
C03230,Customer 03230,Male,32,Dammam,Loyal,2026-06-14
C03231,Customer 03231,Female,22,Madinah,New,2024-11-04
C03232,Customer 03232,Male,26,Khobar,New,2024-02-15
C03233,Customer 03233,Male,30,Madinah,Returning,2025-01-29
C03234,Customer 03234,Male,23,Makkah,Loyal,2025-01-14
C03235,Customer 03235,Female,47,Khobar,New,2026-01-10
C03236,Customer 03236,Male,31,Madinah,Returning,2025-11-13
C03237,Customer 03237,Female,65,Makkah,New,2024-07-31
C03238,Customer 03238,Male,62,Makkah,Returning,2024-02-19
C03239,Customer 03239,Female,36,Makkah,Loyal,2024-09-29
C03240,Customer 03240,Female,44,Khobar,New,2025-09-19
C03241,Customer 03241,Male,22,Khobar,New,2026-04-06
C03242,Customer 03242,Female,40,Makkah,Loyal,2024-10-18
C03243,Customer 03243,Female,27,Dammam,Returning,2025-05-19
C03244,Customer 03244,Male,43,Abha,New,2026-04-02
C03245,Customer 03245,Female,48,Abha,Loyal,2025-09-28
C03246,Customer 03246,Male,18,Jeddah,Returning,2025-11-02
C03247,Customer 03247,Male,59,Makkah,Returning,2026-04-30
C03248,Customer 03248,Male,40,Dammam,New,2025-12-14
C03249,Customer 03249,Female,45,Dammam,Loyal,2025-08-24
C03250,Customer 03250,Male,37,Riyadh,New,2025-03-18
C03251,Customer 03251,Female,38,Makkah,New,2026-03-13
C03252,Customer 03252,Female,64,Riyadh,New,2024-12-24
C03253,Customer 03253,Female,48,Abha,New,2026-03-02
C03254,Customer 03254,Female,24,Jeddah,New,2024-09-11
C03255,Customer 03255,Male,48,Riyadh,New,2025-09-18
C03256,Customer 03256,Female,63,Riyadh,Returning,2025-12-31
C03257,Customer 03257,Female,59,Abha,Returning,2024-07-28
C03258,Customer 03258,Male,49,Abha,Loyal,2024-06-12
C03259,Customer 03259,Female,20,Madinah,New,2025-12-09
C03260,Customer 03260,Female,55,Abha,Loyal,2024-11-07
C03261,Customer 03261,Female,22,Khobar,New,2025-04-25
C03262,Customer 03262,Male,44,Jeddah,Loyal,2024-07-17
C03263,Customer 03263,Male,37,Jeddah,Loyal,2025-02-23
C03264,Customer 03264,Female,20,Madinah,Returning,2024-08-16
C03265,Customer 03265,Female,63,Makkah,Loyal,2025-07-17
C03266,Customer 03266,Female,18,Riyadh,Returning,2024-10-04
C03267,Customer 03267,Female,38,Dammam,Loyal,2026-03-20
C03268,Customer 03268,Female,23,Jeddah,Returning,2024-04-29
C03269,Customer 03269,Female,21,Khobar,Returning,2024-12-24
C03270,Customer 03270,Female,25,Riyadh,Returning,2024-06-01
C03271,Customer 03271,Female,55,Riyadh,Returning,2024-12-28
C03272,Customer 03272,Male,62,Makkah,Returning,2026-01-02
C03273,Customer 03273,Female,55,Khobar,New,2026-01-06
C03274,Customer 03274,Female,46,Dammam,Returning,2024-05-15
C03275,Customer 03275,Male,43,Makkah,Loyal,2024-06-26
C03276,Customer 03276,Female,62,Riyadh,New,2024-05-24
C03277,Customer 03277,Male,62,Madinah,Returning,2025-05-14
C03278,Customer 03278,Male,56,Khobar,Loyal,2025-02-07
C03279,Customer 03279,Male,42,Khobar,Loyal,2025-10-06
C03280,Customer 03280,Male,48,Madinah,Returning,2026-01-25
C03281,Customer 03281,Female,57,Abha,Returning,2024-08-27
C03282,Customer 03282,Male,45,Makkah,Returning,2025-07-16
C03283,Customer 03283,Female,37,Dammam,Loyal,2025-05-14
C03284,Customer 03284,Male,55,Dammam,Returning,2024-02-19
C03285,Customer 03285,Male,22,Abha,Loyal,2026-02-24
C03286,Customer 03286,Male,42,Dammam,Returning,2024-06-05
C03287,Customer 03287,Female,50,Riyadh,Returning,2024-04-26
C03288,Customer 03288,Male,24,Madinah,Returning,2025-06-29
C03289,Customer 03289,Male,56,Riyadh,Returning,2026-06-07
C03290,Customer 03290,Male,56,Dammam,Returning,2026-02-08
C03291,Customer 03291,Female,40,Dammam,New,2024-08-14
C03292,Customer 03292,Female,53,Riyadh,Loyal,2024-10-24
C03293,Customer 03293,Male,55,Dammam,Returning,2025-08-23
C03294,Customer 03294,Female,35,Makkah,Loyal,2025-12-06
C03295,Customer 03295,Male,54,Khobar,New,2026-01-03
C03296,Customer 03296,Female,60,Riyadh,New,2025-04-04
C03297,Customer 03297,Female,36,Jeddah,Returning,2024-06-11
C03298,Customer 03298,Male,64,Makkah,Loyal,2026-03-29
C03299,Customer 03299,Female,39,Madinah,Loyal,2025-04-22
C03300,Customer 03300,Male,41,Khobar,Returning,2025-09-15
C03301,Customer 03301,Female,21,Abha,Loyal,2025-07-09
C03302,Customer 03302,Female,25,Madinah,Returning,2025-12-08
C03303,Customer 03303,Male,48,Riyadh,Returning,2025-01-31
C03304,Customer 03304,Female,64,Madinah,Loyal,2026-01-29
C03305,Customer 03305,Female,32,Khobar,Returning,2025-06-06
C03306,Customer 03306,Female,55,Khobar,Loyal,2025-05-15
C03307,Customer 03307,Female,33,Riyadh,Returning,2025-04-05
C03308,Customer 03308,Female,30,Dammam,New,2025-04-05
C03309,Customer 03309,Male,39,Dammam,Loyal,2025-04-17
C03310,Customer 03310,Female,34,Madinah,New,2026-02-17
C03311,Customer 03311,Male,54,Jeddah,Returning,2024-05-24
C03312,Customer 03312,Female,24,Madinah,Returning,2025-05-12
C03313,Customer 03313,Female,55,Riyadh,New,2026-05-06
C03314,Customer 03314,Male,32,Makkah,New,2024-04-13
C03315,Customer 03315,Female,22,Madinah,New,2025-08-31
C03316,Customer 03316,Female,32,Khobar,Loyal,2025-02-07
C03317,Customer 03317,Female,45,Riyadh,Returning,2024-01-01
C03318,Customer 03318,Male,22,Madinah,Returning,2025-08-29
C03319,Customer 03319,Female,57,Makkah,Loyal,2026-03-07
C03320,Customer 03320,Female,51,Khobar,Returning,2024-07-03
C03321,Customer 03321,Female,59,Madinah,Returning,2024-09-22
C03322,Customer 03322,Male,59,Abha,Returning,2024-01-31
C03323,Customer 03323,Male,28,Madinah,Loyal,2025-07-12
C03324,Customer 03324,Female,40,Makkah,Returning,2024-12-23
C03325,Customer 03325,Male,58,Jeddah,Loyal,2025-12-05
C03326,Customer 03326,Male,24,Riyadh,Returning,2025-10-14
C03327,Customer 03327,Female,44,Jeddah,Loyal,2025-11-16
C03328,Customer 03328,Female,48,Madinah,Returning,2024-06-24
C03329,Customer 03329,Male,38,Khobar,Returning,2026-01-05
C03330,Customer 03330,Female,47,Dammam,Returning,2024-04-15
C03331,Customer 03331,Female,54,Madinah,New,2024-12-13
C03332,Customer 03332,Male,26,Jeddah,New,2025-10-01
C03333,Customer 03333,Female,26,Khobar,Loyal,2025-08-19
C03334,Customer 03334,Female,52,Jeddah,Returning,2024-10-20
C03335,Customer 03335,Male,61,Jeddah,Returning,2025-05-28
C03336,Customer 03336,Male,52,Dammam,Loyal,2025-04-27
C03337,Customer 03337,Male,40,Makkah,Returning,2026-02-20
C03338,Customer 03338,Female,52,Jeddah,Returning,2025-07-20
C03339,Customer 03339,Female,55,Khobar,New,2025-04-05
C03340,Customer 03340,Male,55,Abha,Returning,2024-04-08
C03341,Customer 03341,Male,58,Dammam,Returning,2024-12-15
C03342,Customer 03342,Female,33,Jeddah,New,2026-06-17
C03343,Customer 03343,Male,26,Makkah,Returning,2025-04-08
C03344,Customer 03344,Female,58,Makkah,Returning,2025-08-23
C03345,Customer 03345,Female,61,Dammam,New,2026-05-20
C03346,Customer 03346,Female,28,Dammam,Loyal,2024-02-10
C03347,Customer 03347,Male,32,Jeddah,New,2025-04-06
C03348,Customer 03348,Male,56,Madinah,Loyal,2024-07-19
C03349,Customer 03349,Female,32,Makkah,Returning,2026-02-20
C03350,Customer 03350,Female,25,Abha,Returning,2025-11-27
C03351,Customer 03351,Male,40,Jeddah,Returning,2024-07-03
C03352,Customer 03352,Male,40,Abha,Returning,2025-06-21
C03353,Customer 03353,Female,29,Khobar,Loyal,2025-04-05
C03354,Customer 03354,Male,53,Abha,New,2024-03-03
C03355,Customer 03355,Female,26,Abha,Loyal,2024-09-07
C03356,Customer 03356,Male,43,Khobar,Loyal,2024-05-09
C03357,Customer 03357,Male,44,Dammam,New,2024-06-23
C03358,Customer 03358,Male,63,Jeddah,Loyal,2024-02-20
C03359,Customer 03359,Male,29,Abha,Returning,2024-05-12
C03360,Customer 03360,Male,44,Dammam,Returning,2024-01-22
C03361,Customer 03361,Female,32,Dammam,New,2025-07-22
C03362,Customer 03362,Male,36,Madinah,Returning,2025-10-13
C03363,Customer 03363,Male,51,Jeddah,New,2025-07-17
C03364,Customer 03364,Male,53,Madinah,Returning,2024-04-18
C03365,Customer 03365,Male,35,Madinah,Loyal,2026-06-07
